item_id,consumer_path,cons_x1,cons_y1,cons_x2,cons_y2,shop_path,shop_x1,shop_y1,shop_x2,shop_y2,split
id_00006188,img/TOPS/T_Shirt/id_00006188/consumer_05.jpg,1,1,169,300,img/TOPS/T_Shirt/id_00006188/shop_01.jpg,18,68,200,273,train
id_00006222,img/TOPS/T_Shirt/id_00006222/consumer_01.jpg,1,119,225,300,img/TOPS/T_Shirt/id_00006222/shop_01.jpg,17,20,192,252,train
id_00006222,img/TOPS/T_Shirt/id_00006222/consumer_02.jpg,1,135,225,300,img/TOPS/T_Shirt/id_00006222/shop_01.jpg,17,20,192,252,train
id_00006222,img/TOPS/T_Shirt/id_00006222/consumer_03.jpg,1,2,225,300,img/TOPS/T_Shirt/id_00006222/shop_01.jpg,17,20,192,252,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_01.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_01.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_02.jpg,1,1,300,169,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_02.jpg,1,1,300,169,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_03.jpg,54,76,193,225,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_03.jpg,54,76,193,225,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_04.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_04.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_05.jpg,33,99,118,217,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_05.jpg,33,99,118,217,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_06.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_06.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_07.jpg,1,1,169,289,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_07.jpg,1,1,169,289,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_08.jpg,1,103,225,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_08.jpg,1,103,225,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_09.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_09.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_10.jpg,76,1,223,164,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_10.jpg,76,1,223,164,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_11.jpg,1,1,300,169,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_11.jpg,1,1,300,169,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_12.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_12.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_13.jpg,63,100,225,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_13.jpg,63,100,225,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_14.jpg,1,1,169,246,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_14.jpg,1,1,169,246,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_15.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_01.jpg,1,49,188,300,train
id_00006536,img/TOPS/T_Shirt/id_00006536/consumer_15.jpg,1,1,223,300,img/TOPS/T_Shirt/id_00006536/shop_02.jpg,1,43,193,288,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_01.jpg,1,7,225,300,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_01.jpg,1,7,225,300,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_02.jpg,66,1,300,176,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_02.jpg,66,1,300,176,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_03.jpg,1,43,169,237,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_03.jpg,1,43,169,237,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_04.jpg,1,82,169,273,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_04.jpg,1,82,169,273,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_05.jpg,1,36,169,289,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_05.jpg,1,36,169,289,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_06.jpg,1,1,225,247,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_06.jpg,1,1,225,247,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_07.jpg,1,59,225,300,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_07.jpg,1,59,225,300,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_08.jpg,1,19,300,209,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_08.jpg,1,19,300,209,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_09.jpg,52,71,160,145,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_09.jpg,52,71,160,145,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_10.jpg,1,112,225,300,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_10.jpg,1,112,225,300,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_11.jpg,1,1,300,226,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_11.jpg,1,1,300,226,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_12.jpg,1,33,169,254,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_12.jpg,1,33,169,254,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_13.jpg,1,135,225,300,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_13.jpg,1,135,225,300,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_14.jpg,1,1,225,252,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_14.jpg,1,1,225,252,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_15.jpg,1,59,225,254,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_15.jpg,1,59,225,254,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_16.jpg,1,31,169,237,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_16.jpg,1,31,169,237,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_17.jpg,1,15,217,259,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_17.jpg,1,15,217,259,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_18.jpg,49,10,135,128,img/TOPS/T_Shirt/id_00006602/shop_01.jpg,1,73,200,300,train
id_00006602,img/TOPS/T_Shirt/id_00006602/consumer_18.jpg,49,10,135,128,img/TOPS/T_Shirt/id_00006602/shop_02.jpg,1,54,200,272,train
id_00006603,img/TOPS/T_Shirt/id_00006603/consumer_01.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00006603/shop_01.jpg,1,46,200,294,train
id_00006603,img/TOPS/T_Shirt/id_00006603/consumer_02.jpg,1,1,225,255,img/TOPS/T_Shirt/id_00006603/shop_01.jpg,1,46,200,294,train
id_00006603,img/TOPS/T_Shirt/id_00006603/consumer_03.jpg,18,1,217,215,img/TOPS/T_Shirt/id_00006603/shop_01.jpg,1,46,200,294,train
id_00006603,img/TOPS/T_Shirt/id_00006603/consumer_04.jpg,1,1,279,162,img/TOPS/T_Shirt/id_00006603/shop_01.jpg,1,46,200,294,train
id_00006603,img/TOPS/T_Shirt/id_00006603/consumer_05.jpg,24,120,102,201,img/TOPS/T_Shirt/id_00006603/shop_01.jpg,1,46,200,294,train
id_00006826,img/TOPS/T_Shirt/id_00006826/consumer_01.jpg,58,27,158,135,img/TOPS/T_Shirt/id_00006826/shop_01.jpg,64,63,131,137,train
id_00006826,img/TOPS/T_Shirt/id_00006826/consumer_02.jpg,1,92,225,300,img/TOPS/T_Shirt/id_00006826/shop_01.jpg,64,63,131,137,train
id_00006826,img/TOPS/T_Shirt/id_00006826/consumer_03.jpg,42,34,128,126,img/TOPS/T_Shirt/id_00006826/shop_01.jpg,64,63,131,137,train
id_00006826,img/TOPS/T_Shirt/id_00006826/consumer_04.jpg,1,122,170,300,img/TOPS/T_Shirt/id_00006826/shop_01.jpg,64,63,131,137,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_01.jpg,1,92,225,300,img/TOPS/T_Shirt/id_00007381/shop_01.jpg,1,65,200,284,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_01.jpg,1,92,225,300,img/TOPS/T_Shirt/id_00007381/shop_02.jpg,1,64,200,291,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_01.jpg,1,92,225,300,img/TOPS/T_Shirt/id_00007381/shop_03.jpg,1,60,200,278,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_02.jpg,61,1,179,86,img/TOPS/T_Shirt/id_00007381/shop_01.jpg,1,65,200,284,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_02.jpg,61,1,179,86,img/TOPS/T_Shirt/id_00007381/shop_02.jpg,1,64,200,291,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_02.jpg,61,1,179,86,img/TOPS/T_Shirt/id_00007381/shop_03.jpg,1,60,200,278,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_03.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00007381/shop_01.jpg,1,65,200,284,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_03.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00007381/shop_02.jpg,1,64,200,291,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_03.jpg,1,1,225,300,img/TOPS/T_Shirt/id_00007381/shop_03.jpg,1,60,200,278,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_04.jpg,1,15,225,300,img/TOPS/T_Shirt/id_00007381/shop_01.jpg,1,65,200,284,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_04.jpg,1,15,225,300,img/TOPS/T_Shirt/id_00007381/shop_02.jpg,1,64,200,291,train
id_00007381,img/TOPS/T_Shirt/id_00007381/consumer_04.jpg,1,15,225,300,img/TOPS/T_Shirt/id_00007381/shop_03.jpg,1,60,200,278,train
id_00007859,img/TOPS/T_Shirt/id_00007859/consumer_01.jpg,1,36,225,300,img/TOPS/T_Shirt/id_00007859/shop_01.jpg,1,29,165,239,train
id_00007859,img/TOPS/T_Shirt/id_00007859/consumer_02.jpg,1,35,225,300,img/TOPS/T_Shirt/id_00007859/shop_01.jpg,1,29,165,239,train
id_00007859,img/TOPS/T_Shirt/id_00007859/consumer_03.jpg,1,1,225,291,img/TOPS/T_Shirt/id_00007859/shop_01.jpg,1,29,165,239,train
id_00007859,img/TOPS/T_Shirt/id_00007859/consumer_04.jpg,1,17,225,288,img/TOPS/T_Shirt/id_00007859/shop_01.jpg,1,29,165,239,train
id_00008441,img/TOPS/T_Shirt/id_00008441/consumer_01.jpg,7,16,225,300,img/TOPS/T_Shirt/id_00008441/shop_01.jpg,9,52,195,290,train
id_00008441,img/TOPS/T_Shirt/id_00008441/consumer_02.jpg,1,1,300,226,img/TOPS/T_Shirt/id_00008441/shop_01.jpg,9,52,195,290,train
id_00008441,img/TOPS/T_Shirt/id_00008441/consumer_03.jpg,1,67,225,300,img/TOPS/T_Shirt/id_00008441/shop_01.jpg,9,52,195,290,train
id_00008441,img/TOPS/T_Shirt/id_00008441/consumer_04.jpg,43,82,225,300,img/TOPS/T_Shirt/id_00008441/shop_01.jpg,9,52,195,290,train
